,0,y
390,38170,0
391,22809,0
392,27473,0
393,19452,0
394,5532,0
395,2005,0
396,27758,0
397,19229,0
398,7319,0
399,10673,0
400,8076,0
401,10893,0
402,19136,0
403,33546,0
404,3788,0
405,26393,0
406,31327,0
407,32159,0
408,29430,0
409,3451,0
410,31445,0
411,21549,0
412,4581,0
413,32181,0
414,37946,0
415,22436,0
416,24016,0
417,17278,0
418,12643,0
419,20842,0
420,30786,0
421,35784,0
422,32017,0
423,6027,0
424,40282,1
425,36593,0
426,26221,0
427,10603,0
428,16424,0
429,23538,0
430,5536,0
431,31775,1
432,6913,1
433,33898,0
434,25968,0
435,4573,0
436,33120,0
437,15047,0
438,28008,0
439,10303,0
440,16282,0
441,30418,0
442,15994,0
443,21276,0
444,352,0
445,6333,0
446,39349,0
447,12611,0
448,16654,0
449,19426,0
450,29653,0
451,23346,0
452,23119,1
453,40745,0
454,7226,0
455,14239,1
456,11581,0
457,27420,0
458,28574,0
459,7185,0
460,15119,0
461,5342,1
462,35037,1
463,16952,0
464,7990,0
465,24731,0
466,17224,0
467,20798,0
468,5870,0
469,16466,0
470,5542,0
471,30417,0
472,13085,0
473,12994,1
474,5637,1
475,20431,0
476,178,0
477,620,0
478,27952,0
479,19263,0
480,15619,0
481,4023,0
482,36162,0
483,12628,0
484,27135,0
485,18292,0
486,260,0
487,26203,0
488,1700,0
489,10344,0
490,2372,0
491,36564,1
492,1979,0
493,20452,0
494,40551,0
495,16055,0
496,19477,0
497,546,0
498,35567,0
499,487,0
500,30734,0
501,3383,0
502,6919,0
503,14802,0
504,35790,0
505,758,0
506,37571,0
507,30165,0
508,21773,1
509,13500,0
510,14402,1
511,36707,0
512,25101,0
513,24602,0
514,3531,0
515,7598,0
516,7377,0
517,340,0
518,19375,0
519,37445,0
520,29144,0
521,33943,0
522,35702,0
523,9743,1
524,4256,0
525,1945,0
526,7992,0
527,10459,0
528,31699,0
529,40940,0
530,39289,0
531,16120,0
532,33965,0
533,19205,0
534,26815,1
535,11194,0
536,25569,0
537,2831,0
538,36037,0
539,8256,0
540,37103,0
541,28761,0
542,16256,0
543,12216,0
544,36627,0
545,26623,0
546,34206,0
547,32085,0
548,9247,0
549,29502,0
550,14875,1
551,21022,0
552,24572,0
553,22212,0
554,39488,0
555,35080,0
556,4680,0
557,13961,0
558,35044,0
559,6648,0
560,1744,0
561,23992,0
562,25726,0
563,1226,0
564,29909,0
565,15137,0
566,18335,0
567,26006,0
568,20926,0
569,12316,0
570,10284,0
571,39546,0
572,38413,1
573,8448,1
574,1157,0
575,13674,0
576,39916,0
577,40590,0
578,17542,0
579,16635,0
580,37268,0
581,25485,1
582,13605,0
583,37960,0
584,39648,0
585,40839,0
586,5076,0
587,5569,0
588,13472,0
589,1270,0
590,22739,0
591,33344,1
592,10484,0
593,28174,0
594,24123,0
595,17308,0
596,40043,0
597,35060,0
598,23532,0
599,28339,0
600,1577,0
601,2602,0
602,3475,0
603,17859,0
604,22824,0
605,39991,0
606,21594,0
607,36374,0
608,12160,0
609,35692,0
610,18249,0
611,17940,0
612,13469,0
613,3633,0
614,36001,0
615,28077,0
616,23699,0
617,36607,0
618,4721,0
619,14467,0
620,5613,0
621,7269,0
622,37119,0
623,4138,0
624,8726,0
625,4586,0
626,19476,0
627,34074,0
628,34058,1
629,12366,0
630,25094,0
631,26482,0
632,2938,0
633,5050,0
634,4176,0
635,35376,0
636,41138,0
637,23788,0
638,14294,0
639,21725,0
640,19874,0
641,6657,0
642,11218,0
643,32811,0
644,22125,0
645,36698,0
646,36094,0
647,17848,0
648,32668,0
649,5565,1
650,10009,0
651,33495,0
652,8927,0
653,7340,1
654,9877,0
655,20970,0
656,38052,0
657,35795,1
658,24080,0
659,27433,0
660,20804,0
661,7898,0
662,8710,0
663,39262,0
664,20319,0
665,28819,0
666,10921,0
667,29316,1
668,5590,0
669,18478,0
670,28967,0
671,1012,0
672,11953,0
673,30425,0
674,9931,0
675,8756,0
676,1661,0
677,16613,0
678,14812,0
679,8219,0
680,5798,0
681,9468,0
682,4310,0
683,28878,0
684,20349,0
685,25090,1
686,31892,0
687,31518,0
688,20681,0
689,17611,0
690,31095,0
691,4811,0
692,14637,0
693,38212,0
694,23032,0
695,28759,0
696,3471,0
697,17445,0
698,24651,0
699,29213,1
700,253,0
701,22250,0
702,27631,0
703,34926,0
704,1699,0
705,2443,1
706,10653,0
707,35170,1
708,2977,0
709,12196,1
710,36651,0
711,20588,0
712,11135,0
713,13002,0
714,236,0
715,6587,0
716,21064,0
717,26318,0
718,11328,0
719,32975,0
720,35940,0
721,23850,0
722,6531,0
723,40347,0
724,33912,0
725,34834,0
726,7846,0
727,21,1
728,24952,0
729,20257,0
730,37292,1
731,30146,0
732,13886,1
733,24567,0
734,11904,0
735,6136,0
736,13208,0
737,25555,0
738,29260,0
739,34798,0
740,18622,0
741,18501,0
742,1285,0
743,8867,0
744,12109,0
745,22387,0
746,26854,1
747,36884,0
748,15445,0
749,20395,0
750,34227,0
751,2834,0
752,18652,1
753,34072,0
754,2865,1
755,9210,0
756,15965,0
757,9943,0
758,35728,0
759,4257,0
760,5336,0
761,20951,1
762,15762,0
763,10244,0
764,25796,1
765,8800,0
766,17520,0
767,25589,0
768,24641,0
769,1573,0
770,27390,0
771,31047,0
772,39860,0
773,18227,0
774,23129,0
775,16497,0
776,6047,0
777,13313,0
778,15000,0
779,20038,0
780,14869,0
781,3683,0
782,24744,0
783,21341,0
784,8402,0
785,26416,0
786,7746,0
787,7044,0
788,5446,0
789,10476,1
790,19534,0
791,8650,0
792,18263,0
793,8171,0
794,13860,0
795,5624,0
796,3079,0
797,29465,0
798,24034,0
799,23710,0
800,24105,0
801,5130,0
802,31402,0
803,7477,0
804,34700,0
805,8589,0
806,2454,0
807,17814,0
808,17622,0
809,15676,0
810,24420,0
811,18206,0
812,37652,0
813,34316,0
814,15629,0
815,4517,0
816,26273,0
817,28825,0
818,2957,0
819,28739,1
820,7320,0
821,6490,0
822,11212,0
823,32154,0
824,3071,0
825,17930,0
826,15772,0
827,39380,0
828,39668,0
829,21599,0
830,9840,0
831,16606,0
832,13086,0
833,3250,0
834,9268,0
835,41065,0
836,4817,0
837,6902,0
838,5045,0
839,30369,1
840,37754,0
841,31188,0
842,37326,0
843,40426,0
844,35824,1
845,40069,0
846,40402,0
847,11941,0
848,26990,0
849,19888,0
850,6798,0
851,3632,0
852,25926,0
853,27912,0
854,1879,0
855,40813,1
856,21473,0
857,3978,0
858,34213,0
859,22546,0
860,12220,0
861,5043,0
862,35012,0
863,38533,0
864,21011,0
865,11475,0
866,8551,0
867,25978,0
868,32060,0
869,34677,0
870,7875,0
871,36860,1
872,22154,0
873,16843,0
874,15154,0
875,11549,0
876,28997,0
877,6541,0
878,39048,0
879,35096,0
880,37526,1
881,3148,0
882,27238,0
883,37957,1
884,14000,0
885,9234,0
886,23770,0
887,27647,0
888,17655,0
889,32646,0
890,27253,0
891,31382,0
892,27938,0
893,14804,0
894,14998,0
895,15786,0
896,21093,0
897,22037,0
898,36330,0
899,5843,0
900,15895,0
901,21515,0
902,18692,0
903,18858,0
904,16682,0
905,37509,0
906,21010,0
907,6386,0
908,10889,0
909,797,0
910,17243,0
911,39364,0
912,20229,0
913,15981,1
914,34551,0
915,12880,0
916,6571,0
917,20224,0
918,31302,0
919,10978,0
920,30809,0
921,30643,0
922,23026,0
923,32382,0
924,4544,0
925,2255,0
926,1132,0
927,30513,0
928,10345,0
929,34201,0
930,9889,1
931,9187,0
932,3602,0
933,23564,0
934,27698,0
935,37761,0
936,6723,0
937,24193,0
938,36632,0
939,21518,0
940,13445,0
941,19803,0
942,32377,0
943,2841,0
944,38214,0
945,38238,1
946,22853,0
947,3496,0
948,16595,0
949,16208,0
950,16519,0
951,15831,0
952,34634,0
953,12380,1
954,40499,0
955,30142,0
956,36866,0
957,31070,0
958,27426,0
959,23146,0
960,11614,0
961,208,0
962,8203,0
963,8496,0
964,38380,0
965,24662,0
966,26600,0
967,30883,0
968,682,0
969,763,0
970,23500,0
971,9198,0
972,2626,1
973,34539,0
974,27842,0
975,11193,0
976,16144,0
977,39623,0
978,40636,0
979,34189,0
980,31907,0
981,19266,0
982,32960,1
983,9546,0
984,25462,0
985,37883,0
986,1416,1
987,28971,0
988,30077,0
989,21871,0
990,39200,0
991,10518,1
992,16507,1
993,24330,0
994,35119,0
995,35114,0
996,12581,0
997,40387,0
998,32906,0
999,29473,0
1000,5941,0
1001,1913,0
1002,17998,0
1003,16358,0
1004,17751,0
1005,17261,1
1006,27250,0
1007,22815,0
1008,10287,0
1009,35339,0
1010,17786,0
1011,37436,0
1012,32495,0
1013,31482,0
1014,27940,0
1015,38341,0
1016,30999,0
1017,21191,0
1018,2127,0
1019,18402,0
1020,37044,0
1021,11148,0
1022,29361,0
1023,33052,0
1024,1627,0
1025,39260,0
1026,39734,0
1027,23527,0
1028,8859,0
1029,22569,0
1030,22218,0
1031,11096,0
1032,4269,0
1033,23308,0
1034,40634,0
1035,12479,1
1036,3341,0
1037,27533,0
1038,17038,0
1039,25117,0
1040,16415,0
1041,40834,0
1042,25064,0
1043,32742,0
1044,32168,0
1045,38540,0
1046,26050,0
1047,21062,0
1048,22873,0
1049,41080,0
1050,10587,0
1051,38973,0
1052,34382,0
1053,25500,0
1054,30338,0
1055,17518,1
1056,8429,0
1057,17558,0
1058,20617,0
1059,2431,0
1060,35512,0
1061,13838,0
1062,11999,0
1063,24070,0
1064,16381,0
1065,28962,0
1066,37535,0
1067,28658,0
1068,26939,0
1069,15581,0
1070,20985,0
1071,3161,0
1072,36907,0
1073,17460,0
1074,27363,0
1075,22877,0
1076,9628,0
1077,13007,0
1078,16561,0
1079,36429,0
1080,29649,0
1081,5111,0
1082,14128,0
1083,16971,0
1084,4423,0
1085,16367,0
1086,19619,0
1087,16881,0
1088,8404,0
1089,10194,0
1090,25664,0
1091,2355,0
1092,4336,0
1093,13527,0
1094,19255,0
1095,16005,0
1096,15223,0
1097,5985,0
1098,26897,0
1099,5151,0
1100,22286,0
1101,2274,0
1102,38633,0
1103,14129,0
1104,19373,0
1105,7877,0
1106,12636,0
1107,10424,0
1108,1166,0
1109,7098,1
1110,25133,0
1111,28148,1
1112,4783,0
1113,21372,0
1114,19390,0
1115,15915,0
1116,22965,0
1117,39021,1
1118,26278,1
1119,35732,0
1120,19790,0
1121,32877,0
1122,36776,0
1123,37981,0
1124,37342,0
1125,9349,0
1126,7325,0
1127,38682,0
1128,26849,0
1129,34401,0
1130,8526,0
1131,28734,0
1132,16380,0
1133,903,0
1134,18179,0
1135,28570,0
1136,13954,0
1137,14142,0
1138,26051,0
1139,8657,0
1140,21846,0
1141,26156,0
1142,13360,0
1143,2415,0
1144,12852,0
1145,37063,0
1146,26988,0
1147,24655,0
1148,13001,0
1149,23095,0
1150,11544,0
1151,12,0
1152,34878,0
1153,22065,0
1154,25510,0
1155,16902,0
1156,26133,0
1157,23224,0
1158,37783,0
1159,3401,0
1160,28111,1
1161,10333,0
1162,31676,0
1163,37339,0
1164,4265,0
1165,38148,0
1166,29775,1
1167,5132,0
1168,16018,0
1169,23658,0
1170,32891,0
1171,570,0
1172,40896,0
1173,33547,1
1174,13181,0
1175,2906,0
1176,38470,0
1177,17683,0
1178,1760,0
1179,6208,0
1180,28849,0
1181,6892,1
1182,16509,0
1183,38178,0
1184,30667,1
1185,14152,0
1186,35444,0
1187,11908,0
1188,11599,0
1189,39311,0
1190,6508,0
1191,19000,0
1192,38340,0
1193,3238,0
1194,29624,0
1195,15418,0
1196,15551,0
1197,31955,0
1198,17970,0
1199,30881,0
1200,39060,0
1201,21765,0
1202,31128,0
1203,16154,0
1204,22177,0
1205,7687,0
1206,957,0
1207,15983,0
1208,10605,0
1209,5665,1
1210,25738,0
1211,9923,0
1212,4634,0
1213,17125,0
1214,39066,0
1215,808,0
1216,15102,0
1217,39336,1
1218,30449,0
1219,33402,0
1220,3276,0
1221,15709,1
1222,366,0
1223,11152,1
1224,25820,0
1225,18071,0
1226,8647,0
1227,13214,0
1228,8281,0
1229,10694,0
1230,37639,0
1231,34039,0
1232,10982,0
1233,10270,0
1234,2282,0
1235,34816,0
1236,1125,0
1237,24009,0
1238,20279,0
1239,28016,0
1240,26238,0
1241,12417,0
1242,36387,0
1243,15860,1
1244,16852,0
1245,836,0
1246,27711,0
1247,3488,0
1248,29611,0
1249,30487,0
1250,29231,0
1251,25452,0
1252,15301,0
1253,37786,0
1254,33444,0
1255,8397,0
1256,37493,0
1257,32969,0
1258,20290,0
1259,34135,0
1260,26811,0
1261,31043,0
1262,40267,0
1263,24396,0
1264,30349,0
1265,15156,0
1266,30652,0
1267,1869,0
1268,33703,0
1269,27107,0
1270,3746,0
1271,13117,0
1272,29466,0
1273,656,0
1274,31002,0
1275,15188,0
1276,8640,0
1277,10796,0
1278,31842,0
1279,20572,0
1280,28693,0
1281,38326,0
1282,4826,0
1283,23268,0
1284,31111,0
1285,35035,0
1286,8938,0
1287,35650,0
1288,18465,0
1289,22219,0
1290,33582,0
1291,29921,0
1292,16023,0
1293,28296,0
1294,37551,0
1295,7780,0
1296,11348,0
1297,19698,0
1298,20460,0
1299,17689,0
1300,20221,0
1301,38699,0
1302,26574,0
1303,7559,0
1304,16934,0
1305,25195,0
1306,39910,0
1307,1471,0
1308,22731,0
1309,3493,0
1310,10447,0
1311,7673,0
1312,35490,1
1313,20407,0
1314,40481,0
1315,20981,0
1316,25126,0
1317,25154,0
1318,14759,0
1319,32152,0
1320,23553,0
1321,38507,0
1322,38821,0
1323,2769,0
1324,18445,0
1325,35669,0
1326,24190,0
1327,36994,0
1328,6475,0
1329,14434,0
1330,29905,0
1331,8326,0
1332,11141,0
1333,30620,0
1334,2349,0
1335,5827,0
1336,23842,0
1337,39275,0
1338,4162,0
1339,15608,0
1340,31542,1
1341,26175,0
1342,33598,0
1343,31655,0
1344,205,0
1345,3010,0
1346,31711,0
1347,23871,0
1348,30139,0
1349,13979,0
1350,10242,0
1351,19549,0
1352,17306,0
1353,29158,1
1354,7137,0
1355,26698,0
1356,33594,0
1357,9004,0
1358,26383,0
1359,18283,0
1360,4132,0
1361,36449,0
1362,18184,0
1363,37252,0
1364,6950,1
1365,21455,0
1366,32698,0
1367,11653,0
1368,32594,0
1369,10979,0
1370,24156,0
1371,12798,0
1372,8900,0
1373,11344,0
1374,38882,0
1375,15948,0
1376,30718,0
1377,10962,0
1378,37470,0
1379,34480,0
1380,29511,0
1381,22458,0
1382,21309,1
1383,36759,0
1384,32682,0
1385,30874,0
1386,11372,0
1387,19720,0
1388,22294,0
1389,10809,0
1390,36460,0
1391,35459,0
1392,40443,0
1393,40930,1
1394,8215,0
1395,22191,0
1396,23592,0
1397,488,0
1398,36028,0
1399,17908,0
1400,24299,0
1401,18651,0
1402,27138,0
1403,12142,0
1404,28818,0
1405,1468,0
1406,4898,0
1407,24141,0
1408,35256,0
1409,20986,0
1410,34286,0
1411,1083,0
1412,21904,0
1413,5289,0
1414,21903,0
1415,12035,0
1416,10775,0
1417,25946,0
1418,30081,0
1419,20167,0
1420,21054,0
1421,12272,0
1422,13096,0
1423,5835,0
1424,8492,0
1425,3568,0
1426,38279,0
1427,14205,0
1428,4389,0
1429,7720,0
1430,35481,1
1431,19240,0
1432,27747,0
1433,17668,0
1434,22358,0
1435,12965,0
1436,26877,0
1437,8610,0
1438,25480,0
1439,20770,0
1440,16737,0
1441,9509,0
1442,7087,0
1443,20975,0
1444,17797,0
1445,17871,0
1446,2519,1
1447,36470,0
1448,34717,0
1449,1030,1
1450,25044,0
1451,11293,0
1452,24818,0
1453,10589,0
1454,1406,0
1455,36363,0
1456,19586,0
1457,12728,0
1458,17632,0
1459,41124,0
1460,10760,0
1461,13800,1
1462,285,0
1463,6137,0
1464,6544,0
1465,32899,1
1466,28260,1
1467,23560,1
1468,33287,0
1469,21697,0
1470,22211,0
1471,37915,0
1472,20764,1
1473,15839,0
1474,20840,0
1475,12085,0
1476,38232,0
1477,17463,0
1478,30998,0
1479,7492,0
1480,18169,0
1481,12888,0
1482,39316,0
1483,5722,0
1484,10436,0
1485,34086,0
1486,11297,0
1487,37000,0
1488,1612,0
1489,38188,0
1490,17652,0
1491,13348,0
1492,17424,0
1493,38128,0
1494,33660,0
1495,29718,0
1496,9311,0
1497,25338,0
1498,18697,0
1499,22790,0
1500,20758,0
1501,2037,0
1502,22570,0
1503,19050,0
1504,35639,0
1505,5925,0
1506,24993,0
1507,4488,0
1508,4758,0
1509,21005,0
1510,9362,0
1511,22233,0
1512,21522,0
1513,4098,0
1514,33477,0
1515,40366,0
1516,17340,0
1517,6556,0
1518,14031,0
1519,38555,0
1520,18371,0
1521,39994,0
1522,34226,0
1523,40658,0
1524,33450,0
1525,21581,0
1526,12291,0
1527,34813,1
1528,31446,0
1529,2964,0
1530,19865,0
1531,22542,0
1532,13303,0
1533,35951,0
1534,22188,0
1535,11922,0
1536,2,1
1537,27101,0
1538,23054,0
1539,15572,0
1540,28249,0
1541,1297,0
1542,16560,0
1543,3887,0
1544,27472,0
1545,40268,0
1546,19829,0
1547,38622,0
1548,27797,0
1549,3524,0
1550,18614,0
1551,15409,0
1552,1692,0
1553,27510,0
1554,4357,0
1555,21159,0
1556,6771,0
1557,2610,0
1558,731,0
1559,24069,0
1560,38868,0
1561,38809,0
1562,18749,1
1563,24800,0
1564,38299,0
1565,5318,0
1566,11906,1
1567,30428,0
1568,38950,0
1569,17749,1
1570,4660,0
1571,13592,0
1572,28046,0
1573,32210,0
1574,23844,0
1575,37095,0
1576,5273,0
1577,3362,0
1578,8539,0
1579,28231,0
1580,15935,0
1581,1001,0
1582,21389,1
1583,14131,0
1584,690,1
1585,16730,0
1586,26070,0
1587,3299,0
1588,38244,1
1589,32218,0
1590,37802,0
1591,36610,0
1592,6356,0
1593,35826,0
1594,4713,0
1595,22464,0
1596,14842,0
1597,25488,0
1598,1308,0
1599,29656,0
1600,31177,0
1601,21450,0
1602,3177,0
1603,786,0
1604,40457,0
1605,16568,1
1606,40984,0
1607,30046,1
1608,28580,0
1609,19723,0
1610,3773,0
1611,32599,0
1612,37482,0
1613,11298,0
1614,37438,0
1615,38589,0
1616,1644,0
1617,2148,0
1618,26659,0
1619,16955,0
1620,588,0
1621,32923,0
1622,1520,0
1623,15477,1
1624,22185,0
1625,15873,0
1626,2936,0
1627,27981,0
1628,10784,0
1629,11379,1
1630,15911,0
1631,13913,0
1632,32440,0
1633,32701,0
1634,8007,0
1635,9921,0
1636,35688,0
1637,13582,0
1638,4088,0
1639,18640,0
1640,25170,0
1641,31736,0
1642,26417,0
1643,12370,0
1644,11102,0
1645,10422,0
1646,39194,0
1647,15362,0
1648,33818,1
1649,40672,1
1650,16239,0
1651,23272,0
1652,4441,0
1653,5923,0
1654,18421,0
1655,1608,0
1656,5460,0
1657,32669,0
1658,15920,0
1659,9891,0
1660,37709,0
1661,33802,0
1662,37777,0
1663,34180,1
1664,34359,0
1665,29323,0
1666,30394,0
1667,7498,0
1668,16089,0
1669,29036,0
1670,33858,0
1671,26198,0
1672,7658,0
1673,3643,0
1674,19493,0
1675,1772,0
1676,14898,0
1677,10680,0
1678,32208,0
1679,24107,0
1680,11775,0
1681,11944,0
1682,20492,0
1683,30298,0
1684,6313,0
1685,17209,0
1686,310,0
1687,19581,0
1688,5298,0
1689,39397,0
1690,7486,0
1691,15486,0
1692,16890,0
1693,193,0
1694,14956,0
1695,14501,0
1696,32556,0
1697,24349,0
1698,4849,0
1699,24451,0
1700,27146,0
1701,39012,0
1702,23216,0
1703,28484,0
1704,2449,1
1705,11555,0
1706,15914,0
1707,4050,0
1708,20050,0
1709,28125,0
1710,14555,1
1711,5790,0
1712,3885,0
1713,20274,0
1714,38411,0
1715,29827,0
1716,36361,0
1717,21758,0
1718,27833,0
1719,25247,0
1720,207,0
1721,2047,0
1722,38898,0
1723,2248,0
1724,30167,0
1725,39853,0
1726,22360,0
1727,15579,0
1728,13351,0
1729,13832,0
1730,9530,0
1731,30316,0
1732,1472,0
1733,40505,0
1734,21278,0
1735,8667,0
1736,26818,0
1737,38980,0
1738,4136,0
1739,22239,0
1740,4221,0
1741,8403,0
1742,8581,0
1743,31951,0
1744,38978,0
1745,20436,0
1746,23239,0
1747,23637,0
1748,3837,0
1749,37962,0
1750,13952,0
1751,27260,1
1752,24129,0
1753,4430,0
1754,29386,0
1755,14915,0
1756,26906,0
1757,27769,0
1758,17049,0
1759,3677,0
1760,23240,0
1761,1583,0
1762,40398,0
1763,38538,0
1764,38162,1
1765,38601,0
1766,35849,0
1767,35935,0
1768,13012,1
1769,39462,0
1770,16322,0
1771,28701,0
1772,39107,0
1773,3760,0
1774,4756,0
1775,29924,0
1776,7409,0
1777,5825,0
1778,2112,0
1779,28010,1
1780,14224,0
1781,6838,0
1782,33062,1
1783,24260,0
1784,19804,0
1785,10458,0
1786,24409,0
1787,11512,0
1788,25619,0
1789,25592,0
1790,6869,0
1791,1364,0
1792,4428,0
1793,18314,1
1794,19336,0
1795,7552,0
1796,30785,0
1797,17564,1
1798,10570,0
1799,33063,0
1800,6683,0
1801,27456,0
1802,13982,0
1803,14995,0
1804,35672,0
1805,3774,0
1806,32061,0
1807,30951,0
1808,22576,0
1809,23696,0
1810,1665,0
1811,28261,0
1812,26286,0
1813,17532,0
1814,32616,0
1815,30300,0
1816,17035,0
1817,23542,0
1818,22528,0
1819,34061,0
1820,40034,0
1821,35448,0
1822,30908,0
1823,28956,0
1824,6345,0
1825,30780,0
1826,16458,0
1827,21182,0
1828,7797,0
1829,36522,0
1830,14163,0
1831,18164,0
1832,13854,0
1833,18592,0
1834,1559,0
1835,13553,0
1836,3614,0
1837,4505,0
1838,11429,0
1839,32620,0
1840,29486,0
1841,32854,0
1842,35212,0
1843,26065,0
1844,21969,0
1845,35125,0
1846,27598,0
1847,39140,0
1848,37913,0
1849,10668,0
1850,22511,0
1851,29268,0
1852,9322,0
1853,37385,0
1854,24197,0
1855,26305,0
1856,2008,0
1857,6238,0
1858,7521,0
1859,33416,0
1860,26785,0
1861,4454,0
1862,531,0
1863,16230,0
1864,5625,0
1865,17692,0
1866,8990,0
1867,24374,0
1868,23173,0
1869,3822,0
1870,7597,0
1871,25680,0
1872,10157,0
1873,19103,0
1874,39211,0
1875,6262,0
1876,36915,0
1877,31271,0
1878,19987,0
