,0,y
561,23992,0.0
562,25726,
563,1226,
564,29909,
565,15137,0.0
566,18335,0.0
567,26006,
568,20926,
569,12316,
570,10284,0.0
571,39546,
572,38413,
573,8448,
574,1157,
575,13674,
576,39916,
577,40590,
578,17542,
579,16635,
580,37268,0.0
581,25485,0.0
582,13605,
583,37960,
584,39648,
585,40839,
586,5076,
587,5569,
588,13472,0.0
589,1270,
590,22739,
591,33344,
592,10484,
593,28174,
594,24123,0.0
595,17308,
596,40043,0.0
597,35060,
598,23532,
599,28339,
600,1577,
601,2602,
602,3475,
603,17859,0.0
604,22824,1.0
605,39991,0.0
606,21594,0.0
607,36374,
608,12160,0.0
609,35692,
610,18249,
611,17940,0.0
612,13469,
613,3633,
614,36001,
615,28077,
616,23699,0.0
617,36607,
618,4721,0.0
619,14467,
620,5613,0.0
621,7269,
622,37119,
623,4138,0.0
624,8726,
625,4586,
626,19476,
627,34074,
628,34058,
629,12366,0.0
630,25094,
631,26482,
632,2938,
633,5050,
634,4176,
635,35376,0.0
636,41138,0.0
637,23788,
638,14294,
639,21725,
640,19874,0.0
641,6657,
642,11218,
643,32811,0.0
644,22125,0.0
645,36698,
646,36094,
647,17848,
648,32668,
649,5565,
650,10009,
651,33495,
652,8927,0.0
653,7340,
654,9877,
655,20970,0.0
656,38052,0.0
657,35795,
658,24080,0.0
659,27433,0.0
660,20804,
661,7898,
662,8710,
663,39262,
664,20319,
665,28819,
666,10921,0.0
667,29316,
668,5590,
669,18478,
670,28967,
671,1012,
672,11953,0.0
673,30425,0.0
674,9931,
675,8756,
676,1661,0.0
677,16613,0.0
678,14812,
679,8219,
680,5798,1.0
681,9468,
682,4310,0.0
683,28878,
684,20349,0.0
685,25090,
686,31892,
687,31518,
688,20681,0.0
689,17611,0.0
690,31095,1.0
691,4811,
692,14637,0.0
693,38212,
694,23032,
695,28759,
696,3471,0.0
697,17445,
698,24651,1.0
699,29213,0.0
700,253,
701,22250,
702,27631,
703,34926,0.0
704,1699,0.0
705,2443,
706,10653,0.0
707,35170,0.0
708,2977,0.0
709,12196,
710,36651,
711,20588,
712,11135,
713,13002,
714,236,
715,6587,
716,21064,
717,26318,0.0
718,11328,
719,32975,0.0
720,35940,0.0
721,23850,
722,6531,0.0
723,40347,0.0
724,33912,
725,34834,
726,7846,
727,21,
728,24952,
729,20257,
730,37292,
731,30146,0.0
732,13886,
733,24567,
734,11904,
735,6136,
736,13208,0.0
737,25555,
738,29260,
739,34798,
740,18622,
741,18501,
742,1285,
743,8867,
744,12109,1.0
745,22387,0.0
746,26854,
747,36884,
748,15445,
749,20395,
750,34227,
751,2834,0.0
752,18652,
753,34072,
754,2865,0.0
755,9210,
756,15965,
757,9943,
758,35728,0.0
759,4257,
760,5336,0.0
761,20951,
762,15762,0.0
763,10244,1.0
764,25796,
765,8800,
766,17520,
767,25589,
768,24641,0.0
769,1573,
770,27390,
771,31047,
772,39860,
773,18227,
774,23129,
775,16497,
776,6047,
777,13313,
778,15000,
779,20038,
780,14869,
781,3683,
782,24744,0.0
783,21341,
784,8402,1.0
785,26416,
786,7746,0.0
787,7044,
788,5446,
789,10476,0.0
790,19534,
791,8650,
792,18263,
793,8171,
794,13860,
795,5624,
796,3079,
797,29465,0.0
798,24034,0.0
799,23710,
800,24105,
801,5130,
802,31402,
803,7477,
804,34700,
805,8589,
806,2454,0.0
807,17814,
808,17622,0.0
809,15676,
810,24420,
811,18206,
812,37652,
813,34316,1.0
814,15629,0.0
815,4517,
816,26273,0.0
817,28825,
818,2957,
819,28739,0.0
820,7320,0.0
821,6490,
822,11212,
823,32154,
824,3071,
825,17930,
826,15772,
827,39380,
828,39668,
829,21599,0.0
830,9840,
831,16606,
832,13086,
833,3250,
834,9268,0.0
835,41065,0.0
836,4817,0.0
837,6902,
838,5045,
839,30369,
840,37754,0.0
841,31188,
842,37326,
843,40426,0.0
844,35824,
845,40069,
846,40402,
847,11941,
848,26990,
849,19888,
850,6798,
851,3632,
852,25926,
853,27912,
854,1879,
855,40813,
856,21473,
857,3978,0.0
858,34213,0.0
859,22546,
860,12220,0.0
861,5043,
862,35012,
863,38533,
864,21011,
865,11475,
866,8551,0.0
867,25978,
868,32060,
869,34677,
870,7875,
871,36860,
872,22154,
873,16843,
874,15154,
875,11549,
876,28997,
877,6541,
878,39048,
879,35096,
880,37526,
881,3148,0.0
882,27238,
883,37957,1.0
884,14000,
885,9234,
886,23770,
887,27647,
888,17655,0.0
889,32646,
890,27253,
891,31382,
892,27938,0.0
893,14804,
894,14998,
895,15786,0.0
896,21093,0.0
897,22037,
898,36330,0.0
899,5843,
900,15895,
901,21515,
902,18692,
903,18858,1.0
904,16682,
905,37509,
906,21010,
907,6386,
908,10889,
909,797,0.0
910,17243,0.0
911,39364,
912,20229,
913,15981,
914,34551,
915,12880,
916,6571,
917,20224,
918,31302,
919,10978,
920,30809,0.0
921,30643,
922,23026,
923,32382,
924,4544,
925,2255,
926,1132,0.0
927,30513,
928,10345,
929,34201,
930,9889,
931,9187,
932,3602,
933,23564,
934,27698,0.0
935,37761,
936,6723,
937,24193,
938,36632,
939,21518,
940,13445,
941,19803,0.0
942,32377,
943,2841,
944,38214,0.0
945,38238,
946,22853,0.0
947,3496,
948,16595,
949,16208,
950,16519,
951,15831,
952,34634,0.0
953,12380,
954,40499,
955,30142,0.0
956,36866,1.0
957,31070,0.0
958,27426,
959,23146,
960,11614,
961,208,
962,8203,
963,8496,
964,38380,
965,24662,
966,26600,
967,30883,
968,682,0.0
969,763,
970,23500,0.0
971,9198,
972,2626,
973,34539,
974,27842,
975,11193,0.0
976,16144,
977,39623,
978,40636,
979,34189,
980,31907,
981,19266,
982,32960,
983,9546,0.0
984,25462,
985,37883,
986,1416,
987,28971,
988,30077,0.0
989,21871,
990,39200,
991,10518,
992,16507,
993,24330,0.0
994,35119,
995,35114,
996,12581,
997,40387,
998,32906,
999,29473,1.0
1000,5941,
1001,1913,0.0
1002,17998,
1003,16358,
1004,17751,
1005,17261,
1006,27250,
1007,22815,
1008,10287,
1009,35339,
1010,17786,
1011,37436,
1012,32495,0.0
1013,31482,
1014,27940,
1015,38341,
1016,30999,
1017,21191,
1018,2127,
1019,18402,
1020,37044,0.0
1021,11148,
1022,29361,
1023,33052,
1024,1627,
1025,39260,
1026,39734,
1027,23527,
1028,8859,
1029,22569,
1030,22218,1.0
1031,11096,
1032,4269,0.0
1033,23308,
1034,40634,
1035,12479,
1036,3341,
1037,27533,
1038,17038,
1039,25117,
1040,16415,0.0
1041,40834,
1042,25064,
1043,32742,
1044,32168,
1045,38540,0.0
1046,26050,
1047,21062,0.0
1048,22873,
1049,41080,
1050,10587,
1051,38973,
1052,34382,
1053,25500,
1054,30338,
1055,17518,
1056,8429,
1057,17558,0.0
1058,20617,
1059,2431,
1060,35512,
1061,13838,
1062,11999,
1063,24070,
1064,16381,0.0
1065,28962,
1066,37535,
1067,28658,0.0
1068,26939,
1069,15581,
1070,20985,
1071,3161,
1072,36907,
1073,17460,
1074,27363,
1075,22877,0.0
1076,9628,
1077,13007,
1078,16561,
1079,36429,
1080,29649,1.0
1081,5111,
1082,14128,
1083,16971,0.0
1084,4423,
1085,16367,
1086,19619,0.0
1087,16881,
1088,8404,
1089,10194,
1090,25664,
1091,2355,
1092,4336,
1093,13527,
1094,19255,
1095,16005,
1096,15223,
1097,5985,
1098,26897,
1099,5151,0.0
1100,22286,0.0
1101,2274,
1102,38633,1.0
1103,14129,
1104,19373,
1105,7877,
1106,12636,0.0
1107,10424,0.0
1108,1166,
1109,7098,
1110,25133,
1111,28148,
1112,4783,0.0
1113,21372,
1114,19390,
1115,15915,
1116,22965,
1117,39021,
1118,26278,
1119,35732,0.0
1120,19790,
1121,32877,
1122,36776,
1123,37981,
1124,37342,
1125,9349,0.0
1126,7325,
1127,38682,
1128,26849,
1129,34401,
1130,8526,
1131,28734,
1132,16380,0.0
1133,903,
1134,18179,
1135,28570,
1136,13954,
1137,14142,0.0
1138,26051,
1139,8657,
1140,21846,1.0
1141,26156,0.0
1142,13360,0.0
1143,2415,
1144,12852,
1145,37063,
1146,26988,
1147,24655,
1148,13001,
1149,23095,
1150,11544,
1151,12,0.0
1152,34878,0.0
1153,22065,0.0
1154,25510,
1155,16902,0.0
1156,26133,
1157,23224,0.0
1158,37783,
1159,3401,
1160,28111,
1161,10333,
1162,31676,
1163,37339,
1164,4265,
1165,38148,
1166,29775,0.0
1167,5132,
1168,16018,
1169,23658,
1170,32891,
1171,570,
1172,40896,
1173,33547,
1174,13181,0.0
1175,2906,
1176,38470,
1177,17683,
1178,1760,
1179,6208,
1180,28849,
1181,6892,
1182,16509,
1183,38178,
1184,30667,
1185,14152,
1186,35444,
1187,11908,
1188,11599,
1189,39311,
1190,6508,
1191,19000,
1192,38340,
1193,3238,
1194,29624,0.0
1195,15418,
1196,15551,
1197,31955,
1198,17970,
1199,30881,
1200,39060,0.0
1201,21765,
1202,31128,
1203,16154,
1204,22177,
1205,7687,
1206,957,
1207,15983,0.0
1208,10605,0.0
1209,5665,
1210,25738,0.0
1211,9923,0.0
1212,4634,0.0
1213,17125,
1214,39066,
1215,808,
1216,15102,
1217,39336,
1218,30449,
1219,33402,0.0
1220,3276,
1221,15709,
1222,366,0.0
1223,11152,
1224,25820,
1225,18071,
1226,8647,0.0
1227,13214,
1228,8281,
1229,10694,1.0
1230,37639,0.0
1231,34039,
1232,10982,0.0
1233,10270,
1234,2282,
1235,34816,
1236,1125,
1237,24009,
1238,20279,
1239,28016,
1240,26238,
1241,12417,
1242,36387,
1243,15860,
1244,16852,0.0
1245,836,
1246,27711,
1247,3488,0.0
1248,29611,0.0
1249,30487,
1250,29231,
1251,25452,
1252,15301,
1253,37786,
1254,33444,
1255,8397,0.0
1256,37493,0.0
1257,32969,0.0
1258,20290,
1259,34135,
1260,26811,
1261,31043,
1262,40267,
1263,24396,
1264,30349,
1265,15156,
1266,30652,
1267,1869,
1268,33703,
1269,27107,
1270,3746,0.0
1271,13117,
1272,29466,
1273,656,0.0
1274,31002,
1275,15188,
1276,8640,
1277,10796,
1278,31842,
1279,20572,
1280,28693,0.0
1281,38326,
1282,4826,
1283,23268,
1284,31111,
1285,35035,0.0
1286,8938,
1287,35650,
1288,18465,
1289,22219,
1290,33582,
1291,29921,0.0
1292,16023,
1293,28296,
1294,37551,0.0
1295,7780,
1296,11348,
1297,19698,0.0
1298,20460,
1299,17689,
1300,20221,
1301,38699,
1302,26574,
1303,7559,0.0
1304,16934,0.0
1305,25195,
1306,39910,0.0
1307,1471,0.0
1308,22731,0.0
1309,3493,
1310,10447,
1311,7673,
1312,35490,
1313,20407,
1314,40481,0.0
1315,20981,
1316,25126,0.0
1317,25154,
1318,14759,0.0
1319,32152,
1320,23553,
1321,38507,
1322,38821,0.0
1323,2769,
1324,18445,0.0
1325,35669,0.0
1326,24190,
1327,36994,
1328,6475,
1329,14434,1.0
1330,29905,
1331,8326,0.0
1332,11141,
1333,30620,
1334,2349,0.0
1335,5827,
1336,23842,
1337,39275,
1338,4162,
1339,15608,
1340,31542,0.0
1341,26175,
1342,33598,
1343,31655,1.0
1344,205,0.0
1345,3010,0.0
1346,31711,
1347,23871,
1348,30139,
1349,13979,
1350,10242,0.0
1351,19549,
1352,17306,
1353,29158,
1354,7137,
1355,26698,
1356,33594,
1357,9004,0.0
1358,26383,
1359,18283,
1360,4132,
1361,36449,
1362,18184,
1363,37252,
1364,6950,0.0
1365,21455,0.0
1366,32698,1.0
1367,11653,1.0
1368,32594,
1369,10979,
1370,24156,
1371,12798,
1372,8900,
1373,11344,
1374,38882,0.0
1375,15948,0.0
1376,30718,
1377,10962,
1378,37470,
1379,34480,0.0
1380,29511,0.0
1381,22458,
1382,21309,
1383,36759,0.0
1384,32682,
1385,30874,
1386,11372,
1387,19720,
1388,22294,
1389,10809,
1390,36460,
1391,35459,
1392,40443,1.0
1393,40930,
1394,8215,
1395,22191,
1396,23592,
1397,488,0.0
1398,36028,0.0
1399,17908,
1400,24299,
1401,18651,
1402,27138,
1403,12142,
1404,28818,
1405,1468,
1406,4898,0.0
1407,24141,0.0
1408,35256,
1409,20986,
1410,34286,
1411,1083,
1412,21904,
1413,5289,
1414,21903,
1415,12035,
1416,10775,1.0
1417,25946,0.0
1418,30081,0.0
1419,20167,
1420,21054,0.0
1421,12272,0.0
1422,13096,
1423,5835,
1424,8492,
1425,3568,
1426,38279,
1427,14205,
1428,4389,
1429,7720,
1430,35481,
1431,19240,0.0
1432,27747,0.0
1433,17668,
1434,22358,0.0
1435,12965,
1436,26877,
1437,8610,
1438,25480,
1439,20770,0.0
1440,16737,
1441,9509,
1442,7087,
1443,20975,0.0
1444,17797,0.0
1445,17871,
1446,2519,
1447,36470,
1448,34717,
1449,1030,
1450,25044,
1451,11293,
1452,24818,
1453,10589,
1454,1406,
1455,36363,0.0
1456,19586,
1457,12728,0.0
1458,17632,
1459,41124,
1460,10760,
1461,13800,
1462,285,0.0
1463,6137,0.0
1464,6544,
1465,32899,
1466,28260,
1467,23560,
1468,33287,0.0
1469,21697,1.0
1470,22211,
1471,37915,0.0
1472,20764,0.0
1473,15839,1.0
1474,20840,
1475,12085,
1476,38232,
1477,17463,
1478,30998,
1479,7492,
1480,18169,0.0
1481,12888,
1482,39316,0.0
1483,5722,
1484,10436,
1485,34086,
1486,11297,
1487,37000,
1488,1612,
1489,38188,
1490,17652,
1491,13348,
1492,17424,
1493,38128,
1494,33660,
1495,29718,
1496,9311,
1497,25338,
1498,18697,
1499,22790,
1500,20758,
1501,2037,
1502,22570,
1503,19050,1.0
1504,35639,1.0
1505,5925,1.0
1506,24993,
1507,4488,1.0
1508,4758,0.0
1509,21005,
1510,9362,
1511,22233,
1512,21522,0.0
1513,4098,0.0
1514,33477,
1515,40366,
1516,17340,
1517,6556,
1518,14031,
1519,38555,
1520,18371,0.0
1521,39994,
1522,34226,0.0
1523,40658,
1524,33450,
1525,21581,
1526,12291,0.0
1527,34813,
1528,31446,
1529,2964,
1530,19865,0.0
1531,22542,1.0
1532,13303,
1533,35951,0.0
1534,22188,
1535,11922,
1536,2,0.0
1537,27101,
1538,23054,
1539,15572,1.0
1540,28249,
1541,1297,
1542,16560,
1543,3887,
1544,27472,
1545,40268,0.0
1546,19829,
1547,38622,
1548,27797,0.0
1549,3524,
1550,18614,
1551,15409,
1552,1692,
1553,27510,0.0
1554,4357,
1555,21159,
1556,6771,
1557,2610,
1558,731,
1559,24069,0.0
1560,38868,
1561,38809,0.0
1562,18749,
1563,24800,0.0
1564,38299,0.0
1565,5318,
1566,11906,
1567,30428,
1568,38950,
1569,17749,
1570,4660,1.0
1571,13592,
1572,28046,
1573,32210,0.0
1574,23844,
1575,37095,
1576,5273,0.0
1577,3362,0.0
1578,8539,
1579,28231,0.0
1580,15935,
1581,1001,
1582,21389,
1583,14131,0.0
1584,690,
1585,16730,
1586,26070,
1587,3299,
1588,38244,
1589,32218,0.0
1590,37802,
1591,36610,
1592,6356,
1593,35826,
1594,4713,
1595,22464,
1596,14842,
1597,25488,0.0
1598,1308,
1599,29656,
1600,31177,
1601,21450,
1602,3177,
1603,786,
1604,40457,
1605,16568,
1606,40984,
1607,30046,0.0
1608,28580,0.0
1609,19723,0.0
1610,3773,
1611,32599,
1612,37482,0.0
1613,11298,
1614,37438,
1615,38589,
1616,1644,
1617,2148,
1618,26659,
1619,16955,
1620,588,0.0
1621,32923,0.0
1622,1520,0.0
1623,15477,
1624,22185,
1625,15873,
1626,2936,
1627,27981,0.0
1628,10784,
1629,11379,0.0
1630,15911,
1631,13913,
1632,32440,
1633,32701,0.0
1634,8007,
1635,9921,0.0
1636,35688,
1637,13582,0.0
1638,4088,
1639,18640,0.0
1640,25170,0.0
1641,31736,
1642,26417,
1643,12370,
1644,11102,0.0
1645,10422,
1646,39194,0.0
1647,15362,
1648,33818,
1649,40672,
1650,16239,0.0
1651,23272,
1652,4441,
1653,5923,0.0
1654,18421,
1655,1608,
1656,5460,
1657,32669,
1658,15920,
1659,9891,
1660,37709,
1661,33802,0.0
1662,37777,
1663,34180,0.0
1664,34359,
1665,29323,0.0
1666,30394,
1667,7498,
1668,16089,
1669,29036,
1670,33858,
1671,26198,
1672,7658,
1673,3643,
1674,19493,0.0
1675,1772,
1676,14898,
1677,10680,0.0
1678,32208,
1679,24107,
1680,11775,
1681,11944,1.0
1682,20492,
1683,30298,
1684,6313,
1685,17209,
1686,310,
1687,19581,0.0
1688,5298,
1689,39397,
1690,7486,
1691,15486,
1692,16890,0.0
1693,193,
1694,14956,
1695,14501,0.0
1696,32556,
1697,24349,0.0
1698,4849,0.0
1699,24451,0.0
1700,27146,0.0
1701,39012,
1702,23216,
1703,28484,
1704,2449,
1705,11555,
1706,15914,0.0
1707,4050,
1708,20050,
1709,28125,
1710,14555,
1711,5790,0.0
1712,3885,
1713,20274,
1714,38411,
1715,29827,
1716,36361,
1717,21758,
1718,27833,
1719,25247,
1720,207,
1721,2047,
1722,38898,
1723,2248,
1724,30167,0.0
1725,39853,
1726,22360,
1727,15579,
1728,13351,
1729,13832,
1730,9530,
1731,30316,
1732,1472,0.0
1733,40505,0.0
1734,21278,1.0
1735,8667,
1736,26818,0.0
1737,38980,
1738,4136,0.0
1739,22239,
1740,4221,
1741,8403,
1742,8581,0.0
1743,31951,
1744,38978,0.0
1745,20436,
1746,23239,
1747,23637,0.0
1748,3837,0.0
1749,37962,
1750,13952,
1751,27260,0.0
1752,24129,0.0
1753,4430,
1754,29386,
1755,14915,
1756,26906,
1757,27769,
1758,17049,
1759,3677,0.0
1760,23240,0.0
1761,1583,
1762,40398,
1763,38538,
1764,38162,0.0
1765,38601,1.0
1766,35849,
1767,35935,
1768,13012,0.0
1769,39462,
1770,16322,0.0
1771,28701,
1772,39107,0.0
1773,3760,
1774,4756,
1775,29924,
1776,7409,0.0
1777,5825,
1778,2112,
1779,28010,
1780,14224,
1781,6838,
1782,33062,
1783,24260,
1784,19804,
1785,10458,
1786,24409,
1787,11512,
1788,25619,
1789,25592,0.0
1790,6869,
1791,1364,
1792,4428,
1793,18314,
1794,19336,
1795,7552,
1796,30785,
1797,17564,
1798,10570,0.0
1799,33063,0.0
1800,6683,
1801,27456,0.0
1802,13982,
1803,14995,0.0
1804,35672,0.0
1805,3774,
1806,32061,
1807,30951,0.0
1808,22576,
1809,23696,
1810,1665,0.0
1811,28261,
1812,26286,0.0
1813,17532,
1814,32616,
1815,30300,
1816,17035,
1817,23542,
1818,22528,0.0
1819,34061,
1820,40034,0.0
1821,35448,0.0
1822,30908,
1823,28956,
1824,6345,
1825,30780,
1826,16458,
1827,21182,
1828,7797,0.0
1829,36522,
1830,14163,
1831,18164,
1832,13854,
1833,18592,0.0
1834,1559,
1835,13553,0.0
1836,3614,
1837,4505,
1838,11429,0.0
1839,32620,
1840,29486,
1841,32854,
1842,35212,
1843,26065,
1844,21969,0.0
1845,35125,
1846,27598,
1847,39140,
1848,37913,
1849,10668,
1850,22511,0.0
1851,29268,
1852,9322,0.0
1853,37385,
1854,24197,
1855,26305,
1856,2008,0.0
1857,6238,0.0
1858,7521,
1859,33416,
1860,26785,0.0
1861,4454,
1862,531,0.0
1863,16230,
1864,5625,
1865,17692,
1866,8990,
1867,24374,0.0
1868,23173,0.0
1869,3822,0.0
1870,7597,
1871,25680,
1872,10157,
1873,19103,
1874,39211,
1875,6262,
1876,36915,
1877,31271,
1878,19987,0.0
1879,23694,0.0
1880,1860,
1881,31615,
1882,23953,
1883,34273,
1884,2162,
1885,7048,
1886,1536,1.0
1887,35830,
1888,32376,
1889,3576,
1890,30003,1.0
1891,12764,
1892,2497,
1893,30198,
1894,4615,0.0
1895,1639,0.0
1896,12595,
1897,3943,0.0
1898,13294,
1899,21095,
1900,23565,
1901,32555,0.0
1902,8350,
1903,5858,
1904,5924,
1905,38573,
1906,23218,
1907,17269,
1908,3084,0.0
1909,2552,
1910,40435,0.0
1911,33916,0.0
1912,22849,
1913,11432,0.0
1914,14618,
1915,5940,
1916,17950,
1917,33503,
1918,5630,
1919,23569,0.0
1920,28185,
1921,27411,
1922,25392,
1923,8858,
1924,2388,
1925,36196,
1926,25901,
1927,20736,
1928,3280,0.0
1929,11227,
1930,8575,0.0
1931,12143,
1932,32540,
1933,15544,0.0
1934,10029,
1935,24518,
1936,38089,
